Quận/Huyện,Tên đường/Làng xã,Đoạn: Từ - Đến,VT1,VT2,VT3,VT4,VT5,Loại,Trang
Quận 9,ĐƯỜNG D19 - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG D20 - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG N1 - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG N2 - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG N3 - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG N3 NỐI DÀI - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG N6 - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG N7 - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG N9 - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG N10 - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG VÀNH ĐAI DỌC ĐƯỜNG VÀO - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG VÀO TRUNG TÂM. ĐÀO TẠO - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,ĐƯỜNG SONG HÀNH - KHU CÔNG NGHỆ CAO,-,1.740.000,-,-,-,-,Đất SX-KD đô thị,44
Quận 9,QUẬN 9,-,250.000,200.000,160.000,-,-,Đất trồng lúa,44
Quận 9,QUẬN 9,-,250.000,200.000,160.000,-,-,Đất trồng cây hàng năm,44
Quận 9,QUẬN 9,-,300.000,240.000,192.000,-,-,Đất trồng cây lâu năm,44
Quận 9,QUẬN 9,-,190.000,152.000,121.600,-,-,Đất rừng sản xuất,44
Quận 9,QUẬN 9,-,152.000,121.600,97.280,-,-,Đất rừng phòng hộ,44
Quận 9,QUẬN 9,-,152.000,121.600,97.280,-,-,Đất rừng đặc dụng,44
Quận 9,QUẬN 9,-,190.000,152.000,121.600,-,-,Đất nuôi trồng thủy sản,44
Quận 9,QUẬN 9,-,135.000,108.000,86.400,-,-,Đất làm muối,44
Quận 10,BÀ HẠT,NGÔ GIA TỰ - NGUYỄN KIM,24.700.000,12.350.000,9.880.000,7.904.000,-,Đất ở đô thị,44
Quận 10,BA VÌ,TRỌN ĐƯỜNG -,17.200.000,8.600.000,6.880.000,5.504.000,-,Đất ở đô thị,44
Quận 10,BẠCH MÃ,TRỌN ĐƯỜNG -,17.200.000,8.600.000,6.880.000,5.504.000,-,Đất ở đô thị,45
Quận 10,BỬU LONG,TRỌN ĐƯỜNG -,17.200.000,8.600.000,6.880.000,5.504.000,-,Đất ở đô thị,45
Quận 10,BẮC HẢI,CÁCH MẠNG THÁNG 8 - ĐỒNG NAI,17.600.000,8.800.000,7.040.000,5.632.000,-,Đất ở đô thị,45
Quận 10,BẮC HẢI,ĐỒNG NAI - LÝ THƯỜNG KIỆT,20.200.000,10.100.000,8.080.000,6.464.000,-,Đất ở đô thị,45
Quận 10,CAO THẮNG,ĐIỆN BIÊN PHỦ - 3 THÁNG 2,39.600.000,19.800.000,15.840.000,12.672.000,-,Đất ở đô thị,45
Quận 10,CAO THẮNG,3 THÁNG 2 - HOÀNG DƯ KHƯƠNG,35.200.000,17.600.000,14.080.000,11.264.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN GIẢN THANH,TRỌN ĐƯỜNG -,15.000.000,7.500.000,6.000.000,4.800.000,-,Đất ở đô thị,45
Quận 10,CÁCH MẠNG THÁNG 8,3 THÁNG 2 - GIÁP RANH QUẬN TÂN BÌNH,42.300.000,21.150.000,16.920.000,13.536.000,-,Đất ở đô thị,45
Quận 10,CHÂU THỚI,TRỌN ĐƯỜNG -,15.800.000,7.900.000,6.320.000,5.056.000,-,Đất ở đô thị,45
Quận 10,CỬU LONG,TRỌN ĐƯỜNG -,18.000.000,9.000.000,7.200.000,5.760.000,-,Đất ở đô thị,45
Quận 10,ĐIỆN BIÊN PHỦ,NGÃ 7 LÝ THÁI TỔ - NGÃ 3 NGUYỄN THƯỢNG HIỀN,34.800.000,17.400.000,13.920.000,11.136.000,-,Đất ở đô thị,45
Quận 10,ĐỒNG NAI,TRỌN ĐƯỜNG -,22.800.000,11.400.000,9.120.000,7.296.000,-,Đất ở đô thị,45
Quận 10,ĐÀO DUY TỪ,TRỌN ĐƯỜNG -,25.600.000,12.800.000,10.240.000,8.192.000,-,Đất ở đô thị,45
Quận 10,3 THÁNG 2,LÝ THƯỜNG KIỆT - NGUYỄN TRI PHƯƠNG,39.600.000,19.800.000,15.840.000,12.672.000,-,Đất ở đô thị,45
Quận 10,3 THÁNG 2,NGUYỄN TRI PHƯƠNG - LÊ HỒNG PHONG,44.000.000,22.000.000,17.600.000,14.080.000,-,Đất ở đô thị,45
Quận 10,3 THÁNG 2,LÊ HỒNG PHONG - NGÃ 6 CÔNG TRƯỜNG DÂN CHỦ,48.400.000,24.200.000,19.360.000,15.488.000,-,Đất ở đô thị,45
Quận 10,HỒ BÁ KIỆN,TRỌN ĐƯỜNG -,19.400.000,9.700.000,7.760.000,6.208.000,-,Đất ở đô thị,45
Quận 10,HỒ THỊ KỶ,TRỌN ĐƯỜNG -,17.600.000,8.800.000,7.040.000,5.632.000,-,Đất ở đô thị,45
Quận 10,HỒNG LĨNH,TRỌN ĐƯỜNG -,17.200.000,8.600.000,6.880.000,5.504.000,-,Đất ở đô thị,45
Quận 10,HƯNG LONG,TRỌN ĐƯỜNG -,17.200.000,8.600.000,6.880.000,5.504.000,-,Đất ở đô thị,45
Quận 10,HÒA HẢO,NGUYỄN KIM - LÝ THƯỜNG KIỆT,23.400.000,11.700.000,9.360.000,7.488.000,-,Đất ở đô thị,45
Quận 10,HÒA HẢO,TRẦN NHÂN TÔN - NGÔ QUYỀN,23.400.000,11.700.000,9.360.000,7.488.000,-,Đất ở đô thị,45
Quận 10,HÒA HƯNG,TRỌN ĐƯỜNG -,17.600.000,8.800.000,7.040.000,5.632.000,-,Đất ở đô thị,45
Quận 10,HOÀNG DƯ KHƯƠNG,TRỌN ĐƯỜNG -,19.800.000,9.900.000,7.920.000,6.336.000,-,Đất ở đô thị,45
Quận 10,HƯƠNG GIANG,TRỌN ĐƯỜNG -,15.800.000,7.900.000,6.320.000,5.056.000,-,Đất ở đô thị,45
Quận 10,HÙNG VƯƠNG,LÝ THÁI TỔ - NGUYỄN CHÍ THANH,38.000.000,19.000.000,15.200.000,12.160.000,-,Đất ở đô thị,45
Quận 10,LÊ HỒNG PHONG,KỲ HÒA - 3 THÁNG 2,31.900.000,15.950.000,12.760.000,10.208.000,-,Đất ở đô thị,45
Quận 10,LÊ HỒNG PHONG,3 THÁNG 2 - NGÃ 7 LÝ THÁI TỔ,36.300.000,18.150.000,14.520.000,11.616.000,-,Đất ở đô thị,45
Quận 10,LÊ HỒNG PHONG,NGÃ 7 LÝ THÁI TỔ - HÙNG VƯƠNG,33.000.000,16.500.000,13.200.000,10.560.000,-,Đất ở đô thị,45
Quận 10,LÝ THÁI TỔ,3 THÁNG 2 - NGÃ 7 LÝ THÁI TỔ,33.000.000,16.500.000,13.200.000,10.560.000,-,Đất ở đô thị,45
Quận 10,LÝ THÁI TỔ,NGÃ 7 LÝ THÁI TỔ - HÙNG VƯƠNG,34.800.000,17.400.000,13.920.000,11.136.000,-,Đất ở đô thị,45
Quận 10,LÝ THƯỜNG KIỆT,NGUYỄN CHÍ THANH - RANH QUẬN TÂN BÌNH,39.600.000,19.800.000,15.840.000,12.672.000,-,Đất ở đô thị,45
Quận 10,NGÔ GIA TỰ,NGÃ 7 LÝ THÁI TỔ - NGÃ 6,42.200.000,21.100.000,16.880.000,13.504.000,-,Đất ở đô thị,45
Quận 10,NGÔ QUYỀN,3 THÁNG 2 - NGUYỄN CHÍ THANH,28.600.000,14.300.000,11.440.000,9.152.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN NGỌC LỘC,TRỌN ĐƯỜNG -,17.600.000,8.800.000,7.040.000,5.632.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN CHÍ THANH,LÝ THƯỜNG KIỆT - NGUYỄN TRI PHƯƠNG,33.400.000,16.700.000,13.360.000,10.688.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN CHÍ THANH,NGUYỄN TRI PHƯƠNG - HÙNG VƯƠNG,31.900.000,15.950.000,12.760.000,10.208.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN DUY DƯƠNG,BÀ HẠT - NGUYỄN CHÍ THANH,25.600.000,12.800.000,10.240.000,8.192.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN KIM,3 THÁNG 2 - NGUYỄN CHÍ THANH,26.600.000,13.300.000,10.640.000,8.512.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN LÂM,TRỌN ĐƯỜNG -,25.000.000,12.500.000,10.000.000,8.000.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN THƯỢNG HIỀN,NGÃ 6 DÂN CHỦ - ĐIỆN BIÊN PHỦ,26.400.000,13.200.000,10.560.000,8.448.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN TIỂU LA,3 THÁNG 2 - HÒA HẢO,24.200.000,12.100.000,9.680.000,7.744.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN TIỂU LA,ĐÀO DUY TỪ - NGUYỄN CHÍ THANH,24.200.000,12.100.000,9.680.000,7.744.000,-,Đất ở đô thị,45
Quận 10,NGUYỄN TRI PHƯƠNG,3 THÁNG 2 - NGUYỄN CHÍ THANH,40.600.000,20.300.000,16.240.000,12.992.000,-,Đất ở đô thị,45
Quận 10,NHẬT TẢO,LÝ THƯỜNG KIỆT - NGUYỄN TRI PHƯƠNG,26.400.000,13.200.000,10.560.000,8.448.000,-,Đất ở đô thị,45
Quận 10,NHẬT TẢO,NGUYỄN TRI PHƯƠNG - CHUNG CƯ ẤN QUANG,22.000.000,11.000.000,8.800.000,7.040.000,-,Đất ở đô thị,45
Quận 10,SƯ VẠN HẠNH,TÔ HIẾN THÀNH - 3 THÁNG 2,35.200.000,17.600.000,14.080.000,11.264.000,-,Đất ở đô thị,45
Quận 10,SƯ VẠN HẠNH,3 THÁNG 2 - NGÔ GIA TỰ,33.000.000,16.500.000,13.200.000,10.560.000,-,Đất ở đô thị,45
Quận 10,SƯ VẠN HẠNH,NGÔ GIA TỰ - NGUYỄN CHÍ THANH,28.600.000,14.300.000,11.440.000,9.152.000,-,Đất ở đô thị,45
Quận 10,TAM ĐẢO,TRỌN ĐƯỜNG -,17.200.000,8.600.000,6.880.000,5.504.000,-,Đất ở đô thị,45
Quận 10,TÂN PHƯỚC,LÝ THƯỜNG KIỆT - NGÔ QUYỀN,25.600.000,12.800.000,10.240.000,8.192.000,-,Đất ở đô thị,45
Quận 10,THẤT SƠN,TRỌN ĐƯỜNG -,17.200.000,8.600.000,6.880.000,5.504.000,-,Đất ở đô thị,45
Quận 10,THÀNH THÁI,3 THÁNG 2 - TÔ HIẾN THÀNH,34.800.000,17.400.000,13.920.000,11.136.000,-,Đất ở đô thị,45
Quận 10,THÀNH THÁI,TÔ HIẾN THÀNH - BẮC HẢI,44.000.000,22.000.000,17.600.000,14.080.000,-,Đất ở đô thị,45
Quận 10,TÔ HIẾN THÀNH,LÝ THƯỜNG KIỆT - THÀNH THÁI,34.400.000,17.200.000,13.760.000,11.008.000,-,Đất ở đô thị,45
Quận 10,TÔ HIẾN THÀNH,THÀNH THÁI - CÁCH MẠNG THÁNG 8,39.600.000,19.800.000,15.840.000,12.672.000,-,Đất ở đô thị,45
Quận 10,TRẦN BÌNH TRỌNG,HÙNG VƯƠNG - CUỐI ĐƯỜNG,15.400.000,7.700.000,6.160.000,4.928.000,-,Đất ở đô thị,45
Quận 10,TRẦN MINH QUYỀN,TRỌN ĐƯỜNG -,22.800.000,11.400.000,9.120.000,7.296.000,-,Đất ở đô thị,45
Quận 10,TRẦN NHÂN TÔN,NGÔ GIA TỰ - HÙNG VƯƠNG,22.000.000,11.000.000,8.800.000,7.040.000,-,Đất ở đô thị,45
Quận 10,TRẦN THIỆN CHÁNH,TRỌN ĐƯỜNG -,26.400.000,13.200.000,10.560.000,8.448.000,-,Đất ở đô thị,45
Quận 10,TRƯỜNG SƠN,TRỌN ĐƯỜNG -,22.000.000,11.000.000,8.800.000,7.040.000,-,Đất ở đô thị,45
Quận 10,VĨNH VIỄN,LÊ HỒNG PHONG - NGUYỄN LÂM,24.200.000,12.100.000,9.680.000,7.744.000,-,Đất ở đô thị,45
Quận 10,VĨNH VIỄN,NGUYỄN LÂM - NGUYỄN KIM,17.600.000,8.800.000,7.040.000,5.632.000,-,Đất ở đô thị,45
Quận 10,VĨNH VIỄN,NGUYỄN KIM - LÝ THƯỜNG KIỆT,22.000.000,11.000.000,8.800.000,7.040.000,-,Đất ở đô thị,45
Quận 10,DƯƠNG QUANG TRUNG,TRỌN ĐƯỜNG -,24.600.000,12.300.000,9.840.000,7.872.000,-,Đất ở đô thị,45
Quận 10,BÀ HẠT,NGÔ GIA TỰ - NGUYỄN KIM,19.760.000,9.880.000,7.904.000,6.323.000,-,Đất TM-DV đô thị,45
Quận 10,BA VÌ,TRỌN ĐƯỜNG -,13.760.000,6.880.000,5.504.000,4.403.000,-,Đất TM-DV đô thị,45
Quận 10,BẠCH MÃ,TRỌN ĐƯỜNG -,13.760.000,6.880.000,5.504.000,4.403.000,-,Đất TM-DV đô thị,45
Quận 10,BỬU LONG,TRỌN ĐƯỜNG -,13.760.000,6.880.000,5.504.000,4.403.000,-,Đất TM-DV đô thị,45
Quận 10,BẮC HẢI,CÁCH MẠNG THÁNG 8 - ĐỒNG NAI,14.080.000,7.040.000,5.632.000,4.506.000,-,Đất TM-DV đô thị,45
Quận 10,BẮC HẢI,ĐỒNG NAI - LÝ THƯỜNG KIỆT,16.160.000,8.080.000,6.464.000,5.171.000,-,Đất TM-DV đô thị,45
Quận 10,CAO THẮNG,ĐIỆN BIÊN PHỦ - 3 THÁNG 2,31.680.000,15.840.000,12.672.000,10.138.000,-,Đất TM-DV đô thị,45
Quận 10,CAO THẮNG,3 THÁNG 2 - HOÀNG DƯ KHƯƠNG,28.160.000,14.080.000,11.264.000,9.011.000,-,Đất TM-DV đô thị,45
Quận 10,NGUYỄN GIẢN THANH,TRỌN ĐƯỜNG -,12.000.000,6.000.000,4.800.000,3.840.000,-,Đất TM-DV đô thị,45
Quận 10,CÁCH MẠNG THÁNG 8,3 THÁNG 2 - GIÁP RANH QUẬN TÂN BÌNH,33.840.000,16.920.000,13.536.000,10.829.000,-,Đất TM-DV đô thị,45
Quận 10,CHÂU THỚI,TRỌN ĐƯỜNG -,12.640.000,6.320.000,5.056.000,4.045.000,-,Đất TM-DV đô thị,45
Quận 10,CỬU LONG,TRỌN ĐƯỜNG -,14.400.000,7.200.000,5.760.000,4.608.000,-,Đất TM-DV đô thị,45
Quận 10,ĐIỆN BIÊN PHỦ,NGÃ 7 LÝ THÁI TỔ - NGÃ 3 NGUYỄN THƯỢNG HIỀN,27.840.000,13.920.000,11.136.000,8.909.000,-,Đất TM-DV đô thị,45
Quận 10,ĐỒNG NAI,TRỌN ĐƯỜNG -,18.240.000,9.120.000,7.296.000,5.837.000,-,Đất TM-DV đô thị,45
Quận 10,ĐÀO DUY TỪ,TRỌN ĐƯỜNG -,20.480.000,10.240.000,8.192.000,6.554.000,-,Đất TM-DV đô thị,45
Quận 10,3 THÁNG 2,LÝ THƯỜNG KIỆT - NGUYỄN TRI PHƯƠNG,31.680.000,15.840.000,12.672.000,10.138.000,-,Đất TM-DV đô thị,45
Quận 10,3 THÁNG 2,NGUYỄN TRI PHƯƠNG - LÊ HỒNG PHONG,35.200.000,17.600.000,14.080.000,11.264.000,-,Đất TM-DV đô thị,45
Quận 10,3 THÁNG 2,LÊ HỒNG PHONG - NGÃ 6 CÔNG TRƯỜNG DÂN CHỦ,38.720.000,19.360.000,15.488.000,12.390.000,-,Đất TM-DV đô thị,45
Quận 10,HỒ BÁ KIỆN,TRỌN ĐƯỜNG -,15.520.000,7.760.000,6.208.000,4.966.000,-,Đất TM-DV đô thị,45
Quận 10,HỒ THỊ KỶ,TRỌN ĐƯỜNG -,14.080.000,7.040.000,5.632.000,4.506.000,-,Đất TM-DV đô thị,45
Quận 10,HỒNG LĨNH,TRỌN ĐƯỜNG -,13.760.000,6.880.000,5.504.000,4.403.000,-,Đất TM-DV đô thị,45
Quận 10,HƯNG LONG,TRỌN ĐƯỜNG -,13.760.000,6.880.000,5.504.000,4.403.000,-,Đất TM-DV đô thị,45
Quận 10,HÒA HẢO,NGUYỄN KIM - LÝ THƯỜNG KIỆT,18.720.000,9.360.000,7.488.000,5.990.000,-,Đất TM-DV đô thị,45
Quận 10,HÒA HẢO,TRẦN NHÂN TÔN - NGÔ QUYỀN,18.720.000,9.360.000,7.488.000,5.990.000,-,Đất TM-DV đô thị,45
Quận 10,HÒA HƯNG,TRỌN ĐƯỜNG -,14.080.000,7.040.000,5.632.000,4.506.000,-,Đất TM-DV đô thị,45
Quận 10,HOÀNG DƯ KHƯƠNG,TRỌN ĐƯỜNG -,15.840.000,7.920.000,6.336.000,5.069.000,-,Đất TM-DV đô thị,45
Quận 10,HƯƠNG GIANG,TRỌN ĐƯỜNG -,12.640.000,6.320.000,5.056.000,4.045.000,-,Đất TM-DV đô thị,45
Quận 10,HÙNG VƯƠNG,LÝ THÁI TỔ - NGUYỄN CHÍ THANH,30.400.000,15.200.000,12.160.000,9.728.000,-,Đất TM-DV đô thị,45
Quận 10,LÊ HỒNG PHONG,KỲ HÒA - 3 THÁNG 2,25.520.000,12.760.000,10.208.000,8.166.000,-,Đất TM-DV đô thị,45
Quận 10,LÊ HỒNG PHONG,3 THÁNG 2 - NGÃ 7 LÝ THÁI TỔ,29.040.000,14.520.000,11.616.000,9.293.000,-,Đất TM-DV đô thị,45
Quận 10,LÊ HỒNG PHONG,NGÃ 7 LÝ THÁI TỔ - HÙNG VƯƠNG,26.400.000,13.200.000,10.560.000,8.448.000,-,Đất TM-DV đô thị,45
Quận 10,LÝ THÁI TỔ,3 THÁNG 2 - NGÃ 7 LÝ THÁI TỔ,26.400.000,13.200.000,10.560.000,8.448.000,-,Đất TM-DV đô thị,45
Quận 10,LÝ THÁI TỔ,NGÃ 7 LÝ THÁI TỔ - HÙNG VƯƠNG,27.840.000,13.920.000,11.136.000,8.909.000,-,Đất TM-DV đô thị,45
Quận 10,LÝ THƯỜNG KIỆT,NGUYỄN CHÍ THANH - RANH QUẬN TÂN BÌNH,31.680.000,15.840.000,12.672.000,10.138.000,-,Đất TM-DV đô thị,45
Quận 10,NGÔ GIA TỰ,NGÃ 7 LÝ THÁI TỔ - NGÃ 6,33.760.000,16.880.000,13.504.000,10.803.000,-,Đất TM-DV đô thị,45
Quận 10,NGÔ QUYỀN,3 THÁNG 2 - NGUYỄN CHÍ THANH,22.880.000,11.440.000,9.152.000,7.322.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN NGỌC LỘC,TRỌN ĐƯỜNG -,14.080.000,7.040.000,5.632.000,4.506.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN CHÍ THANH,LÝ THƯỜNG KIỆT - NGUYỄN TRI PHƯƠNG,26.720.000,13.360.000,10.688.000,8.550.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN CHÍ THANH,NGUYỄN TRI PHƯƠNG - HÙNG VƯƠNG,25.520.000,12.760.000,10.208.000,8.166.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN DUY DƯƠNG,BÀ HẠT - NGUYỄN CHÍ THANH,20.480.000,10.240.000,8.192.000,6.554.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN KIM,3 THÁNG 2 - NGUYỄN CHÍ THANH,21.280.000,10.640.000,8.512.000,6.810.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN LÂM,TRỌN ĐƯỜNG -,20.000.000,10.000.000,8.000.000,6.400.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN THƯỢNG HIỀN,NGÃ 6 DÂN CHỦ - ĐIỆN BIÊN PHỦ,21.120.000,10.560.000,8.448.000,6.758.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN TIỂU LA,3 THÁNG 2 - HÒA HẢO,19.360.000,9.680.000,7.744.000,6.195.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN TIỂU LA,ĐÀO DUY TỪ - NGUYỄN CHÍ THANH,19.360.000,9.680.000,7.744.000,6.195.000,-,Đất TM-DV đô thị,46
Quận 10,NGUYỄN TRI PHƯƠNG,3 THÁNG 2 - NGUYỄN CHÍ THANH,32.480.000,16.240.000,12.992.000,10.394.000,-,Đất TM-DV đô thị,46
Quận 10,NHẬT TẢO,LÝ THƯỜNG KIỆT - NGUYỄN TRI PHƯƠNG,21.120.000,10.560.000,8.448.000,6.758.000,-,Đất TM-DV đô thị,46
Quận 10,NHẬT TẢO,NGUYỄN TRI PHƯƠNG - CHUNG CƯ ẤN QUANG,17.600.000,8.800.000,7.040.000,5.632.000,-,Đất TM-DV đô thị,46
Quận 10,SƯ VẠN HẠNH,TÔ HIẾN THÀNH - 3 THÁNG 2,28.160.000,14.080.000,11.264.000,9.011.000,-,Đất TM-DV đô thị,46
Quận 10,SƯ VẠN HẠNH,3 THÁNG 2 - NGÔ GIA TỰ,26.400.000,13.200.000,10.560.000,8.448.000,-,Đất TM-DV đô thị,46
Quận 10,SƯ VẠN HẠNH,NGÔ GIA TỰ - NGUYỄN CHÍ THANH,22.880.000,11.440.000,9.152.000,7.322.000,-,Đất TM-DV đô thị,46
Quận 10,TAM ĐẢO,TRỌN ĐƯỜNG -,13.760.000,6.880.000,5.504.000,4.403.000,-,Đất TM-DV đô thị,46
Quận 10,TÂN PHƯỚC,LÝ THƯỜNG KIỆT - NGÔ QUYỀN,20.480.000,10.240.000,8.192.000,6.554.000,-,Đất TM-DV đô thị,46
Quận 10,THẤT SƠN,TRỌN ĐƯỜNG -,13.760.000,6.880.000,5.504.000,4.403.000,-,Đất TM-DV đô thị,46
Quận 10,THÀNH THÁI,3 THÁNG 2 - TÔ HIẾN THÀNH,27.840.000,13.920.000,11.136.000,8.909.000,-,Đất TM-DV đô thị,46
Quận 10,THÀNH THÁI,TÔ HIẾN THÀNH - BẮC HẢI,35.200.000,17.600.000,14.080.000,11.264.000,-,Đất TM-DV đô thị,46
Quận 10,TÔ HIẾN THÀNH,LÝ THƯỜNG KIỆT - THÀNH THÁI,27.520.000,13.760.000,11.008.000,8.806.000,-,Đất TM-DV đô thị,46
Quận 10,TÔ HIẾN THÀNH,THÀNH THÁI - CÁCH MẠNG THÁNG 8,31.680.000,15.840.000,12.672.000,10.138.000,-,Đất TM-DV đô thị,46
Quận 10,TRẦN BÌNH TRỌNG,HÙNG VƯƠNG - CUỐI ĐƯỜNG,12.320.000,6.160.000,4.928.000,3.942.000,-,Đất TM-DV đô thị,46
Quận 10,TRẦN MINH QUYỀN,TRỌN ĐƯỜNG -,18.240.000,9.120.000,7.296.000,5.837.000,-,Đất TM-DV đô thị,46
Quận 10,TRẦN NHÂN TÔN,NGÔ GIA TỰ - HÙNG VƯƠNG,17.600.000,8.800.000,7.040.000,5.632.000,-,Đất TM-DV đô thị,46
Quận 10,TRẦN THIỆN CHÁNH,TRỌN ĐƯỜNG -,21.120.000,10.560.000,8.448.000,6.758.000,-,Đất TM-DV đô thị,46
Quận 10,TRƯỜNG SƠN,TRỌN ĐƯỜNG -,17.600.000,8.800.000,7.040.000,5.632.000,-,Đất TM-DV đô thị,46
Quận 10,VĨNH VIỄN,LÊ HỒNG PHONG - NGUYỄN LÂM,19.360.000,9.680.000,7.744.000,6.195.000,-,Đất TM-DV đô thị,46
Quận 10,VĨNH VIỄN,NGUYỄN LÂM - NGUYỄN KIM,14.080.000,7.040.000,5.632.000,4.506.000,-,Đất TM-DV đô thị,46
Quận 10,VĨNH VIỄN,NGUYỄN KIM - LÝ THƯỜNG KIỆT,17.600.000,8.800.000,7.040.000,5.632.000,-,Đất TM-DV đô thị,46
Quận 10,DƯƠNG QUANG TRUNG,TRỌN ĐƯỜNG -,19.680.000,9.840.000,7.872.000,6.298.000,-,Đất TM-DV đô thị,46
Quận 10,BÀ HẠT,NGÔ GIA TỰ - NGUYỄN KIM,14.820.000,7.410.000,5.928.000,4.742.000,-,Đất SX-KD đô thị,46
Quận 10,BA VÌ,TRỌN ĐƯỜNG -,10.320.000,5.160.000,4.128.000,3.302.000,-,Đất SX-KD đô thị,46
Quận 10,BẠCH MÃ,TRỌN ĐƯỜNG -,10.320.000,5.160.000,4.128.000,3.302.000,-,Đất SX-KD đô thị,46
Quận 10,BỬU LONG,TRỌN ĐƯỜNG -,10.320.000,5.160.000,4.128.000,3.302.000,-,Đất SX-KD đô thị,46
Quận 10,BẮC HẢI,CÁCH MẠNG THÁNG 8 - ĐỒNG NAI,10.560.000,5.280.000,4.224.000,3.379.000,-,Đất SX-KD đô thị,46
Quận 10,BẮC HẢI,ĐỒNG NAI - LÝ THƯỜNG KIỆT,12.120.000,6.060.000,4.848.000,3.878.000,-,Đất SX-KD đô thị,46
Quận 10,CAO THẮNG,ĐIỆN BIÊN PHỦ - 3 THÁNG 2,23.760.000,11.880.000,9.504.000,7.603.000,-,Đất SX-KD đô thị,46
Quận 10,CAO THẮNG,3 THÁNG 2 - HOÀNG DƯ KHƯƠNG,21.120.000,10.560.000,8.448.000,6.758.000,-,Đất SX-KD đô thị,46
Quận 10,NGUYỄN GIẢN THANH,TRỌN ĐƯỜNG -,9.000.000,4.500.000,3.600.000,2.880.000,-,Đất SX-KD đô thị,46
Quận 10,CÁCH MẠNG THÁNG 8,3 THÁNG 2 - GIÁP RANH QUẬN TÂN BÌNH,25.380.000,12.690.000,10.152.000,8.122.000,-,Đất SX-KD đô thị,46
Quận 10,CHÂU THỚI,TRỌN ĐƯỜNG -,9.480.000,4.740.000,3.792.000,3.034.000,-,Đất SX-KD đô thị,46
Quận 10,CỬU LONG,TRỌN ĐƯỜNG -,10.800.000,5.400.000,4.320.000,3.456.000,-,Đất SX-KD đô thị,46
Quận 10,ĐIỆN BIÊN PHỦ,NGÃ 7 LÝ THÁI TỔ - NGÃ 3 NGUYỄN THƯỢNG HIỀN,20.880.000,10.440.000,8.352.000,6.682.000,-,Đất SX-KD đô thị,46
Quận 10,ĐỒNG NAI,TRỌN ĐƯỜNG -,13.680.000,6.840.000,5.472.000,4.378.000,-,Đất SX-KD đô thị,46
Quận 10,ĐÀO DUY TỪ,TRỌN ĐƯỜNG -,15.360.000,7.680.000,6.144.000,4.915.000,-,Đất SX-KD đô thị,46
Quận 10,3 THÁNG 2,LÝ THƯỜNG KIỆT - NGUYỄN TRI PHƯƠNG,23.760.000,11.880.000,9.504.000,7.603.000,-,Đất SX-KD đô thị,46
Quận 10,3 THÁNG 2,NGUYỄN TRI PHƯƠNG - LÊ HỒNG PHONG,26.400.000,13.200.000,10.560.000,8.448.000,-,Đất SX-KD đô thị,46
